id,name,party,house,source,website,photo,email,facebook,twitter
188315,Mr Bert Van Manen MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=188315,http://www.bertvanmanen.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/188315/upload_ref_binary/188315.jpg,,,http://twitter.com/bertvanmanen/
M3A,Mr Ken Wyatt AM  MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3A,http://www.kenwyatt.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/m3a/upload_ref_binary/m3a.jpg,,https://www.facebook.com/KenWyattMP,http://twitter.com/KenWyattMP
7K6,The Hon Warren Entsch MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=7K6,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/7K6/upload_ref_binary/7K6.jpg,,https://www.facebook.com/WarrenEntschMP,
M2X,Mr Wyatt Roy MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M2X,http://www.wyattroy.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/m2x/upload_ref_binary/m2x.jpg,,http://www.facebook.com/wyatt.roy1,http://twitter.com/Wyatt_Roy_MP
E07,Mrs Louise Markus MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E07,http://www.louisemarkus.com.au,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E07/upload_ref_binary/E07.JPG,,http://www.facebook.com/louise.markus.mp,
M3E,Mr Rob Mitchell MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3E,http://www.robmitchell.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/m3e/upload_ref_binary/m3e.jpg,,http://www.facebook.com/pages/Rob-Mitchell-MP-Federal-Labor-Member-for-McEwen/113830088678537,http://twitter.com/#!/RobMitchellMP
M3C,Mr Adam Bandt MP,Australian Greens,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3C,http://adam-bandt.greensmps.org.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/m3c/upload_ref_binary/m3c.jpg,adam.bandt.mp@aph.gov.au,http://www.facebook.com/Adam.Bandt.MP,http://twitter.com/adambandt
220370,Mrs Natasha Griggs MP,Country Liberal Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=220370,http://www.natashagriggs.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/220370/upload_ref_binary/220370.jpg,,http://www.facebook.com/natashagriggsmp,http://twitter.com/natashagriggsmp
30540,Ms Gai Brodtmann MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=30540,http://www.gaibrodtmann.com.au,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/30540/upload_ref_binary/30540.jpg,gai.brodtmann.mp@aph.gov.au,http://www.facebook.com/pages/Gai-Brodtmann/139691649380518,
M2V,Mr Russell Matheson MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M2V,http://www.russellmatheson.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/m2v/upload_ref_binary/m2v.jpg,russell.matheson.mp@aph.gov.au,http://www.facebook.com/pages/Russell-Matheson-MP-Federal-Member-for-Macarthur/164320700256328,http://twitter.com/russellmatheson
A9B,Mr Stephen Jones MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=A9B,http://www.stephenjones.org.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/a9b/upload_ref_binary/a9b.jpg,,http://www.facebook.com/pages/Stephen-Jones-for-Throsby/324823886818,http://twitter.com/stephenjonesalp
FKL,The Hon Josh Frydenberg MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=FKL,http://www.joshfrydenberg.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/FKL/upload_ref_binary/FKL.jpg,josh.frydenberg.mp@aph.gov.au,http://www.facebook.com/JoshFrydenbergMP,http://twitter.com/JoshFrydenberg
210911,Mr Dan Tehan MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=210911,http://www.dantehan.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/210911/upload_ref_binary/210911.jpg,,https://www.facebook.com/pages/Dan-Tehan-MP/307339209323908,http://twitter.com/DanTehanWannon
219646,The Hon Michael McCormack MP,The Nationals,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=219646,http://www.michaelmccormack.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/219646/upload_ref_binary/219646.jpg,,http://www.facebook.com/people/Michael-McCormack/100002102184276,http://twitter.com/M_McCormackMP
ECV,Mr Chris Hayes MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=ECV,http://www.chrishayesmp.com/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/ECV/upload_ref_binary/ECV.JPG,Chris.Hayes.MP@aph.gov.au,,
96430,Mr Ewen Jones MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=96430,http://www.ewenjones.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/96430/upload_ref_binary/96430.jpg,,http://www.facebook.com/ewenjonesmp,http://twitter.com/EwenJonesMP
230886,Mrs Karen Andrews MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=230886,http://karenandrewsmp.com,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/230886/upload_ref_binary/230886.jpg,,http://www.facebook.com/pages/Karen-Andrews-MP/150255771679533?ref=ts,http://twitter.com/karenandrewsmp
BU8,The Hon Dr Andrew Leigh MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=BU8,http://www.andrewleigh.com/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/bu8/upload_ref_binary/bu8.jpg,andrew.leigh.mp@aph.gov.au,http://www.facebook.com/pages/Andrew-Leigh-MP/129819533748295,
M2Y,The Hon Alan Tudge MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M2Y,http://www.alantudge.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/m2y/upload_ref_binary/m2y.jpg,,http://www.facebook.com/alantudgemp,http://twitter.com/AlanTudgeMP
91219,The Hon Ed Husic MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=91219,http://www.edhusic.com/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/91219/upload_ref_binary/91219.jpg,,http://www.facebook.com/ehusic,http://twitter.com/edhusicmp
99931,Mr Craig Kelly MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=99931,http://craigkelly.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/99931/upload_ref_binary/99931.jpg,,http://www.facebook.com/CraigKellyMP,http://twitter.com/CraigKellyMP
159771,Ms Michelle Rowland MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=159771,http://www.michellerowland.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/159771/upload_ref_binary/159771.jpg,michelle.rowland.mp@aph.gov.au,http://www.facebook.com/mrowlandmp,http://twitter.com/MRowlandMP
8T4,Mr Laurie Ferguson MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=8T4,http://www.laurieferguson.com.au,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8T4/upload_ref_binary/8T4.jpg,,https://www.facebook.com/LaurieFergusonMP,https://twitter.com/FergusonLMP
DZS,The Hon Chris Bowen MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DZS,http://www.chrisbowen.net,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DZS/upload_ref_binary/DZS.JPG,Chris.Bowen.MP@aph.gov.au,http://www.facebook.com/chrisbowenmp,http://twitter.com/Bowenchris
230531,Mr Scott Buchholz MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=230531,http://www.scottbuchholz.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/230531/upload_ref_binary/230531.jpg,,http://www.facebook.com/ScottBuchholzMP,http://twitter.com/ScottBuchholzMP
217266,Mrs Jane Prentice MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=217266,http://www.janeprentice.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/217266/upload_ref_binary/217266.jpg,jane.prentice.mp@aph.gov.au,https://www.facebook.com/jprenticemp,http://twitter.com/JanePrentice_MP
E0D,Mr Ross Vasta MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E0D,http://www.rossvasta.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0D/upload_ref_binary/E0D.JPG,,http://www.facebook.com/pages/Ross-Vasta/299861623376616,
9K6,The Hon Teresa Gambaro MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=9K6,http://www.teresagambaro.com/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/9K6/upload_ref_binary/9K6.jpg,,https://www.facebook.com/TeresaGambaroMP,http://twitter.com/TeresaGambaroMP
YT4,The Hon Bruce Scott MP,The Nationals,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=YT4,http://www.maranoa.info,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/YT4/upload_ref_binary/YT4.JPG,Bruce.Scott.MP@aph.gov.au,,
241067,Mr David Coleman MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=241067,http://www.davidcoleman.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241067/upload_ref_binary/241067.jpg,,https://www.facebook.com/davidcoleman4banks,
240756,Mr Tony Pasin MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=240756,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/240756/upload_ref_binary/240756.jpg,,https://www.facebook.com/pages/Tony-Pasin-Liberal-Candidate-for-Barker/250684105072363,
250077,Mr Nickolas Varvaris MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=250077,http://www.nickolasvarvaris.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/250077/upload_ref_binary/250077.jpg,,https://www.facebook.com/nickvarvaris4barton,
137174,Mr Andrew Nikolic AM  CSC  MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=137174,http://andrewnikolic.com/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/137174/upload_ref_binary/137174.jpg,,https://www.facebook.com/AndrewNikolic4Bass,https://twitter.com/andrewnikolic
I0O,Hon David Feeney MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I0O,http://www.davidfeeney.com.au,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0O/upload_ref_binary/I0O.JPG,,,https://twitter.com/Feeney4Batman
249710,Ms Lisa Chesters MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249710,http://www.lisachesters.org/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249710/upload_ref_binary/249710.jpg,,https://www.facebook.com/LisaChestersBendigo,https://twitter.com/LMChesters
207800,Mr Brett Whiteley MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=207800,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/207800/upload_ref_binary/207800.jpg,,https://www.facebook.com/brettwhiteley.braddon,https://twitter.com/brettwhiteleymp
249764,Ms Michelle Landry MP,The Nationals,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249764,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249764/upload_ref_binary/249764.jpg,,https://www.facebook.com/Michelle4Capricornia,
249127,Mr Pat Conroy MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249127,http://www.patconroy.com.au,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249127/upload_ref_binary/249127.jpg,Pat.Conroy.MP@aph.gov.au,https://www.facebook.com/PatConroyLaborforCharlton,
ZN4,Ms Sarah Henderson MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=ZN4,http://sarahhenderson.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/ZN4/upload_ref_binary/ZN4.jpg,,https://www.facebook.com/SarahHendersonMP,https://twitter.com/SHendersonMP
242515,Mr Michael Sukkar MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=242515,http://michaelsukkar.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/242515/upload_ref_binary/242515.jpg,,https://www.facebook.com/Michael.Sukkar.MP,
241589,Mrs Karen McNamara MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=241589,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241589/upload_ref_binary/241589.jpg,,https://www.facebook.com/karenmcnamara4dobell,
249308,Ms Melissa Price MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249308,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249308/upload_ref_binary/249308.jpg,,https://www.facebook.com/pages/Melissa-Price-Durack/146533948886081,
00BCM,Dr Peter Hendy MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00BCM,http://www.peterhendy.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00BCM/upload_ref_binary/00BCM.jpg,,https://www.facebook.com/peterhendy4edenmonaro,
2K6,The Hon Mal Brough MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=2K6,http://malbrough.info/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/2K6/upload_ref_binary/2K6.jpg,,https://www.facebook.com/MalBroughMP,
193430,Mr Tim Watts MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=193430,http://www.timwatts.net.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/193430/upload_ref_binary/193430.jpg,,https://www.facebook.com/TimWattsGellibrand,https://twitter.com/TimWattsMP
241586,Mrs Ann Sudmalis MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=241586,https://www.nsw.liberal.org.au/ann-sudmalis,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241586/upload_ref_binary/241586.jpg,Ann.Sudmalis.MP@aph.gov.au,https://www.facebook.com/AnnSudmalisMP,https://twitter.com/AnnSudmalisMP
249758,Mr Matt Williams MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249758,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249758/upload_ref_binary/249758.jpg,,https://www.facebook.com/matt.williamsmp,
148150,Mr Keith Pitt MP,The Nationals,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=148150,http://keithpitt.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/148150/upload_ref_binary/148150.jpg,,https://www.facebook.com/KeithPittMP,
140590,Ms Clare O'Neil MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=140590,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/140590/upload_ref_binary/140590.jpg,,https://www.facebook.com/ClareforHotham,https://twitter.com/clare_oneil
231027,Mr Angus Taylor MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=231027,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/231027/upload_ref_binary/231027.jpg,,https://www.facebook.com/Angustaylor4hume,https://twitter.com/angusjtaylor
123674,Ms Cathy McGowan AO  MP,Independent,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=123674,http://www.cathymcgowan.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/123674/upload_ref_binary/123674.jpg,,https://www.facebook.com/CathyMcgowanForIndi,https://twitter.com/Indigocathy
182468,Hon Matt Thistlethwaite MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=182468,http://www.mattthistlethwaite.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/182468/upload_ref_binary/182468.jpg,,https://www.facebook.com/ThistlethwaiteM,https://twitter.com/MThistlethwaite
E0F,Mr Jason Wood MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E0F,http://www.JasonWood.com.au,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0F/upload_ref_binary/E0F.JPG,,https://www.facebook.com/JasonWood.updates,https://twitter.com/JasonWood_MP
249224,Ms Joanne Ryan MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249224,http://www.joanneryan.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249224/upload_ref_binary/249224.jpg,,https://www.facebook.com/JoanneRyanLalor,https://twitter.com/JoanneRyanLalor
165476,Ms Fiona Scott MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=165476,https://www.nsw.liberal.org.au/fiona-scott,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/165476/upload_ref_binary/165476.jpg,,https://www.facebook.com/liberalforlindsay,
72184,Dr David Gillespie MP,The Nationals,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=72184,http://www.davidgillespie.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/72184/upload_ref_binary/72184.jpg,,https://www.facebook.com/DavidGillespieMP,https://twitter.com/DaveGillespieMP
212585,Mr Eric Hutchinson MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=212585,http://www.erichutchinson.com.au,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/212585/upload_ref_binary/212585.jpg,,https://www.facebook.com/eric.hutchinson.9212,https://twitter.com/hutchinson_eric
30379,Mr Andrew Broad MP,The Nationals,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=30379,http://www.andrewbroad.com/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/30379/upload_ref_binary/30379.jpg,,https://www.facebook.com/BroadForMallee,https://twitter.com/broad4mallee
74046,Mr Ian Goodenough MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=74046,http://www.wa.liberal.org.au/representative-intro/983,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/74046/upload_ref_binary/74046.jpg,,https://www.facebook.com/IanGoodenoughMP,
E5D,The Hon Barnaby Joyce MP,The Nationals,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E5D,http://www.barnabyjoyce.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5D/upload_ref_binary/E5D.JPG,,https://www.facebook.com/BarnabyJoyceMP,https://twitter.com/Barnaby_Joyce
248181,Ms Sharon Claydon MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=248181,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/248181/upload_ref_binary/248181.jpg,,https://www.facebook.com/SharonClaydonforNewcastle,https://twitter.com/SharonClaydon
198084,Mr Rick Wilson MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=198084,http://www.rickwilson.com.au,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/198084/upload_ref_binary/198084.jpg,,https://www.facebook.com/RickWilsonMP,https://twitter.com/RickWilsonMP
218019,Mr Kevin Hogan MP,The Nationals,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=218019,http://kevinhogan.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/218019/upload_ref_binary/218019.jpg,,https://www.facebook.com/KevinHoganMP,https://twitter.com/KevinHoganMP
208884,Hon Christian Porter MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=208884,http://www.wa.liberal.org.au/representative-intro/1012,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/208884/upload_ref_binary/208884.jpg,,http://www.facebook.com/christianportermp,
L6P,Hon Alannah MacTiernan MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=L6P,http://alannah.walabor.org.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/L6P/upload_ref_binary/L6P.jpg,,https://www.facebook.com/AMacTiernan,https://twitter.com/AlannahMac
247742,Mr Luke Howarth MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=247742,http://lukehowarth.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/247742/upload_ref_binary/247742.jpg,,https://www.facebook.com/LukeHowarthLNP,
37998,Dr Jim Chalmers MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=37998,http://www.jimchalmers.org/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/37998/upload_ref_binary/37998.jpg,,https://www.facebook.com/jim4rankin,https://twitter.com/JEChalmers
247130,Mr Craig Laundy MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=247130,http://www.craiglaundy.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/247130/upload_ref_binary/247130.jpg,,https://www.facebook.com/CraigLaundyMP,
241590,Mrs Lucy Wicks MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=241590,http://www.lucywicks.com.au,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241590/upload_ref_binary/241590.jpg,,https://www.facebook.com/LucyWicksMP,https://twitter.com/LucyWicksMP
243609,Mr Andrew Giles MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=243609,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/243609/upload_ref_binary/243609.jpg,,https://www.facebook.com/AndrewGilesScullin,https://twitter.com/andrewjgiles
83S,Ms Anna Burke MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=83S,http://www.annaburke.com,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83S/upload_ref_binary/83S.jpg,Anna.Burke.MP@aph.gov.au,http://www.facebook.com/pages/Anna-Burke-MP/184394935018499,
SE4,The Hon Bronwyn Bishop MP,Liberal Party of Australia,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=SE4,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/SE4/upload_ref_binary/SE4.JPG,Bronwyn.Bishop.MP@aph.gov.au,,https://twitter.com/BronwynBishop
LQR,Mr Clive Palmer MP,Palmer United Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=LQR,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/LQR/upload_ref_binary/LQR.jpg,,https://www.facebook.com/pages/Palmer-United-Party/331204223675563?ref=ts&fref=ts,https://twitter.com/CliveFPalmer
248006,Ms Terri Butler MP,Australian Labor Party,representatives,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=248006,http://www.terributlermp.com/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/248006/upload_ref_binary/248006.jpg,Terri.Butler.MP@aph.gov.au,https://www.facebook.com/butler4griffith,https://twitter.com/terrimbutler
N26,Senator the Hon Eric Abetz,Liberal Party of Australia,senate,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=N26,http://abetz.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/N26/upload_ref_binary/N26.jpg,,http://www.facebook.com/SenatorAbetz,http://twitter.com/SenatorAbetz
G0D,Senator Cory Bernardi,Liberal Party of Australia,senate,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=G0D,http://www.senatorbernardi.com/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/G0D/upload_ref_binary/G0D.JPG,,,https://twitter.com/corybernardi
H6X,Senator the Hon Simon Birmingham,Liberal Party of Australia,senate,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=H6X,http://www.senatorbirmingham.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/H6X/upload_ref_binary/H6X.jpg,,https://facebook.com/simonbirmingham,https://twitter.com/Birmo
008W7,Senator the Hon George Brandis,Liberal Party of Australia,senate,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=008W7,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/008W7/upload_ref_binary/008W7.jpg,senator.brandis@aph.gov.au,,
F49,Senator Carol Brown,Australian Labor Party,senate,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=F49,http://www.alp.org.au/carol_brown,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/F49/upload_ref_binary/F49.JPG,senator.carol.brown@aph.gov.au,https://www.facebook.com/SenatorCarolBrown,https://twitter.com/SenCarolBrown
HLL,Senator David Bushby,Liberal Party of Australia,senate,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HLL,http://www.davidbushby.com.au/,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HLL/upload_ref_binary/HLL.jpg,,,https://twitter.com/SenatorBushby
AW5,Senator the Hon Kim Carr,Australian Labor Party,senate,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=AW5,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/AW5/upload_ref_binary/AW5.JPG,senator.carr@aph.gov.au,https://www.facebook.com/senatorkimjcarr,https://twitter.com/SenKimCarr
00AOL,Senator the Hon Richard Colbeck,Liberal Party of Australia,senate,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AOL,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOL/upload_ref_binary/00AOL.JPG,senator.colbeck@aph.gov.au,,https://twitter.com/richardmcolbeck
